iter	Passed	Remaining
2137	615	248
2138	615	247
2139	615	247
2140	616	247
2141	616	246
2142	616	246
2143	616	246
2144	617	246
2145	617	245
2146	617	245
2147	618	245
2148	618	244
2149	618	244
2150	618	244
2151	619	243
2152	619	243
2153	619	243
2154	620	243
2155	620	242
2156	620	242
2157	621	242
2158	621	242
2159	621	241
2160	621	241
2161	622	241
2162	622	240
2163	622	240
2164	623	240
2165	623	240
2166	623	239
2167	623	239
2168	624	239
2169	624	238
2170	624	238
2171	625	238
2172	625	238
2173	625	237
2174	625	237
2175	626	237
2176	626	236
2177	626	236
2178	627	236
2179	627	235
2180	627	235
2181	627	235
2182	628	235
2183	628	234
2184	628	234
2185	628	234
2186	629	233
2187	629	233
2188	629	233
2189	630	233
2190	630	232
2191	630	232
2192	630	232
2193	631	231
2194	631	231
2195	631	231
2196	632	231
2197	632	230
2198	632	230
2199	632	230
2200	633	229
2201	633	229
2202	633	229
2203	634	228
2204	634	228
2205	634	228
2206	634	228
2207	635	227
2208	635	227
2209	635	227
2210	635	226
2211	636	226
2212	636	226
2213	636	226
2214	637	225
2215	637	225
2216	637	225
2217	637	224
2218	638	224
2219	638	224
2220	638	224
2221	639	223
2222	639	223
2223	639	223
2224	639	222
2225	640	222
2226	640	222
2227	640	222
2228	640	221
2229	641	221
2230	641	221
2231	641	220
2232	642	220
2233	642	220
2234	642	219
2235	642	219
2236	643	219
2237	643	219
2238	643	218
2239	643	218
2240	644	218
2241	644	217
2242	644	217
2243	645	217
2244	645	217
2245	645	216
2246	645	216
2247	646	216
2248	646	215
2249	646	215
2250	646	215
2251	647	214
2252	647	214
2253	647	214
2254	648	214
2255	648	213
2256	648	213
2257	648	213
2258	649	212
2259	649	212
2260	649	212
2261	650	212
2262	650	211
2263	650	211
2264	650	211
2265	651	210
2266	651	210
2267	651	210
2268	652	210
2269	653	210
2270	653	209
2271	653	209
2272	654	209
2273	654	208
2274	654	208
2275	654	208
2276	655	208
2277	655	207
2278	655	207
2279	655	207
2280	656	206
2281	656	206
2282	656	206
2283	657	205
2284	657	205
2285	657	205
2286	657	205
2287	658	204
2288	658	204
2289	658	204
2290	659	203
2291	659	203
2292	659	203
2293	659	203
2294	660	202
2295	660	202
2296	660	202
2297	661	201
2298	661	201
2299	661	201
2300	661	201
2301	662	200
2302	662	200
2303	662	200
2304	663	199
2305	663	199
2306	663	199
2307	663	199
2308	664	198
2309	664	198
2310	664	198
2311	665	197
2312	665	197
2313	665	197
2314	666	197
2315	666	196
2316	666	196
2317	666	196
2318	667	195
2319	667	195
2320	667	195
2321	668	195
2322	668	194
2323	668	194
2324	668	194
2325	669	193
2326	669	193
2327	669	193
2328	669	192
2329	670	192
2330	670	192
2331	670	192
2332	670	191
2333	671	191
2334	671	191
2335	671	190
2336	671	190
2337	672	190
2338	672	190
2339	672	189
2340	673	189
2341	673	189
2342	673	188
2343	674	188
2344	674	188
2345	674	188
2346	675	187
2347	675	187
2348	675	187
2349	675	186
2350	676	186
2351	676	186
2352	676	186
2353	676	185
2354	677	185
2355	677	185
2356	677	184
2357	678	184
2358	678	184
2359	679	184
2360	679	183
2361	679	183
2362	679	183
2363	680	182
2364	680	182
2365	680	182
2366	680	182
2367	681	181
2368	681	181
2369	681	181
2370	681	180
2371	682	180
2372	682	180
2373	682	180
2374	683	179
2375	683	179
2376	683	179
2377	683	178
2378	684	178
2379	684	178
2380	684	178
2381	685	177
2382	685	177
2383	685	177
2384	685	176
2385	686	176
2386	686	176
2387	686	175
2388	686	175
2389	687	175
2390	687	175
2391	687	174
2392	688	174
2393	688	174
2394	688	173
2395	689	173
2396	689	173
2397	689	173
2398	689	172
2399	690	172
2400	690	172
2401	690	171
2402	691	171
2403	691	171
2404	691	171
2405	691	170
2406	692	170
2407	692	170
2408	692	169
2409	692	169
2410	693	169
2411	693	169
2412	693	168
2413	693	168
2414	694	168
2415	694	167
2416	694	167
2417	695	167
2418	695	167
2419	695	166
2420	695	166
2421	696	166
2422	696	165
2423	696	165
2424	696	165
2425	697	164
2426	697	164
2427	697	164
2428	697	164
2429	698	163
2430	698	163
2431	698	163
2432	699	162
2433	699	162
2434	699	162
2435	699	162
2436	699	161
2437	700	161
2438	700	161
2439	700	160
2440	701	160
2441	701	160
2442	701	159
2443	701	159
2444	702	159
2445	702	159
2446	702	158
2447	703	158
2448	703	158
2449	703	157
2450	703	157
2451	704	157
2452	704	157
2453	704	156
2454	705	156
2455	705	156
2456	705	155
2457	705	155
2458	706	155
2459	706	155
2460	706	154
2461	707	154
2462	707	154
2463	707	153
2464	707	153
2465	708	153
2466	708	153
2467	708	152
2468	708	152
2469	709	152
2470	709	151
2471	709	151
2472	709	151
2473	710	150
2474	710	150
2475	710	150
2476	710	150
2477	711	149
2478	711	149
2479	711	149
2480	712	148
2481	712	148
2482	712	148
2483	712	148
2484	713	147
2485	713	147
2486	713	147
2487	714	146
2488	714	146
2489	714	146
2490	714	146
2491	715	145
2492	715	145
2493	715	145
2494	716	144
2495	716	144
2496	716	144
2497	716	144
2498	717	143
2499	717	143
2500	717	143
2501	717	142
2502	718	142
2503	718	142
2504	718	142
2505	719	141
2506	719	141
2507	719	141
2508	719	140
2509	720	140
2510	720	140
2511	720	139
2512	720	139
2513	721	139
2514	721	139
2515	721	138
2516	721	138
2517	721	138
2518	722	137
2519	722	137
2520	722	137
2521	722	137
2522	723	136
2523	723	136
2524	723	136
2525	724	135
2526	724	135
2527	724	135
2528	724	135
2529	725	134
2530	725	134
2531	725	134
2532	725	133
2533	726	133
2534	726	133
2535	726	132
2536	727	132
2537	727	132
2538	727	132
2539	727	131
2540	728	131
2541	728	131
2542	728	130
2543	729	130
2544	729	130
2545	729	130
2546	730	129
2547	730	129
2548	730	129
2549	730	128
2550	731	128
2551	731	128
2552	731	128
2553	731	127
2554	732	127
2555	732	127
2556	732	126
2557	732	126
2558	733	126
2559	733	126
2560	733	125
2561	734	125
2562	734	125
2563	734	124
2564	735	124
2565	735	124
2566	735	124
2567	735	123
2568	736	123
2569	736	123
2570	736	122
2571	736	122
2572	737	122
2573	737	122
2574	737	121
2575	738	121
2576	738	121
2577	738	120
2578	738	120
2579	739	120
2580	739	120
2581	739	119
2582	740	119
2583	740	119
2584	740	118
2585	741	118
2586	741	118
2587	741	118
2588	741	117
2589	742	117
2590	742	117
2591	742	116
2592	742	116
2593	743	116
2594	743	116
2595	743	115
2596	743	115
2597	744	115
2598	744	114
2599	744	114
2600	745	114
2601	745	114
2602	745	113
2603	746	113
2604	746	113
2605	746	112
2606	746	112
2607	747	112
2608	747	112
2609	747	111
2610	748	111
2611	748	111
2612	748	110
2613	748	110
2614	749	110
2615	749	109
2616	749	109
2617	749	109
2618	750	109
2619	750	108
2620	750	108
2621	750	108
2622	751	107
2623	751	107
2624	751	107
2625	751	107
2626	752	106
2627	752	106
2628	752	106
2629	752	105
2630	753	105
2631	753	105
2632	753	105
2633	753	104
2634	754	104
2635	754	104
2636	754	103
2637	754	103
2638	755	103
2639	755	103
2640	755	102
2641	756	102
2642	756	102
2643	756	101
2644	756	101
2645	756	101
2646	757	100
2647	757	100
2648	757	100
2649	758	100
2650	758	99
2651	758	99
2652	758	99
2653	759	98
2654	759	98
2655	759	98
2656	759	98
2657	760	97
2658	760	97
2659	760	97
2660	760	96
2661	761	96
2662	761	96
2663	761	96
2664	762	95
2665	762	95
2666	762	95
2667	762	94
2668	763	94
2669	763	94
2670	763	94
2671	764	93
2672	764	93
2673	764	93
2674	764	92
2675	765	92
2676	765	92
2677	765	92
2678	765	91
2679	766	91
2680	766	91
2681	766	90
2682	766	90
2683	767	90
2684	767	90
2685	767	89
2686	767	89
2687	768	89
2688	768	88
2689	768	88
2690	768	88
2691	769	88
2692	769	87
2693	769	87
2694	770	87
2695	770	86
2696	770	86
2697	770	86
2698	771	85
2699	771	85
2700	771	85
2701	772	85
2702	772	84
2703	772	84
2704	773	84
2705	773	84
2706	773	83
2707	773	83
2708	774	83
2709	774	82
2710	774	82
2711	774	82
2712	775	82
2713	775	81
2714	775	81
2715	776	81
2716	776	80
2717	776	80
2718	777	80
2719	777	80
2720	777	79
2721	777	79
2722	778	79
2723	778	78
2724	778	78
2725	778	78
2726	779	77
2727	779	77
2728	779	77
2729	779	77
2730	780	76
2731	780	76
2732	780	76
2733	780	75
2734	781	75
2735	781	75
2736	781	75
2737	781	74
2738	782	74
2739	782	74
2740	782	73
2741	783	73
2742	783	73
2743	783	73
2744	783	72
2745	784	72
2746	784	72
2747	784	71
2748	784	71
2749	785	71
2750	785	71
2751	785	70
2752	786	70
2753	786	70
2754	786	69
2755	786	69
2756	787	69
2757	787	69
2758	787	68
2759	788	68
2760	788	68
2761	788	67
2762	788	67
2763	789	67
2764	789	67
2765	789	66
2766	790	66
2767	790	66
2768	790	65
2769	791	65
2770	791	65
2771	791	65
2772	791	64
2773	792	64
2774	792	64
2775	792	63
2776	793	63
2777	793	63
2778	793	63
2779	793	62
2780	794	62
2781	794	62
2782	794	61
2783	794	61
2784	795	61
2785	795	61
2786	795	60
2787	796	60
2788	796	60
2789	796	59
2790	796	59
2791	797	59
2792	797	59
2793	797	58
2794	798	58
2795	798	58
2796	798	57
2797	798	57
2798	799	57
2799	799	57
2800	799	56
2801	800	56
2802	800	56
2803	800	55
2804	800	55
2805	801	55
2806	801	55
2807	801	54
2808	802	54
2809	802	54
2810	802	53
2811	802	53
2812	803	53
2813	803	53
2814	803	52
2815	803	52
2816	803	52
2817	804	51
2818	804	51
2819	804	51
2820	804	51
2821	805	50
2822	805	50
2823	805	50
2824	805	49
2825	806	49
2826	806	49
2827	806	49
2828	807	48
2829	807	48
2830	807	48
2831	807	47
2832	808	47
2833	808	47
2834	808	47
2835	809	46
2836	809	46
2837	809	46
2838	809	45
2839	810	45
2840	810	45
2841	810	45
2842	810	44
2843	811	44
2844	811	44
2845	811	43
2846	811	43
2847	812	43
2848	812	43
2849	812	42
2850	813	42
2851	813	42
2852	813	41
2853	813	41
2854	813	41
2855	814	41
2856	814	40
2857	814	40
2858	815	40
2859	815	39
2860	815	39
2861	815	39
2862	816	39
2863	816	38
2864	816	38
2865	816	38
2866	817	37
2867	817	37
2868	817	37
2869	817	37
2870	818	36
2871	818	36
2872	818	36
2873	819	35
2874	819	35
2875	819	35
2876	819	35
2877	820	34
2878	820	34
2879	820	34
2880	820	33
2881	821	33
2882	821	33
2883	821	33
2884	821	32
2885	822	32
2886	822	32
2887	822	31
2888	822	31
2889	823	31
2890	823	31
2891	823	30
2892	824	30
2893	824	30
2894	824	29
2895	824	29
2896	825	29
2897	825	29
2898	825	28
2899	825	28
2900	826	28
2901	826	27
2902	826	27
2903	826	27
2904	827	27
2905	827	26
2906	827	26
2907	827	26
2908	828	25
2909	828	25
2910	828	25
2911	828	25
2912	829	24
2913	829	24
2914	829	24
2915	829	23
2916	830	23
2917	830	23
2918	830	23
2919	831	22
2920	831	22
2921	831	22
2922	831	21
2923	832	21
2924	832	21
2925	832	21
2926	832	20
2927	833	20
2928	833	20
2929	833	19
2930	834	19
2931	834	19
2932	834	19
2933	834	18
2934	835	18
2935	835	18
2936	835	17
2937	835	17
2938	836	17
2939	836	17
2940	836	16
2941	837	16
2942	837	16
2943	837	15
2944	837	15
2945	838	15
2946	838	15
2947	838	14
2948	839	14
2949	839	14
2950	839	13
2951	840	13
2952	840	13
2953	840	13
2954	840	12
2955	841	12
2956	841	12
2957	841	11
2958	842	11
2959	842	11
2960	842	11
2961	842	10
2962	843	10
2963	843	10
2964	843	9
2965	843	9
2966	844	9
2967	844	9
2968	844	8
2969	844	8
2970	845	8
2971	845	7
2972	845	7
2973	845	7
2974	846	7
2975	846	6
2976	846	6
2977	846	6
2978	847	5
2979	847	5
2980	847	5
2981	847	5
2982	848	4
2983	848	4
2984	848	4
2985	848	3
2986	849	3
2987	849	3
2988	849	3
2989	849	2
2990	850	2
2991	850	2
2992	850	1
2993	850	1
2994	851	1
2995	851	1
2996	851	0
2997	851	0
2998	852	0
2999	852	0
